taxonName	siteName	x_mm	y_mm	z_mm	mass_mg
Scissulina dispar	2nd	11.20	6.99	1.36	42.92
Scissulina dispar	2nd	9.72	6.16	1.70	28.80
Scissulina dispar	2nd	8.07	5.25	1.01	15.35
Scissulina dispar	2nd	8.82	5.69	1.28	19.84
Exotica virgulata	2nd	13.43	7.25	1.74	85.73
Exotica virgulata	2nd	9.03	4.81	1.44	21.96
Exotica virgulata	2nd	6.91	5.73	1.36	26.10
Exotica virgulata	2nd	10.14	5.52	1.19	22.75
Exotica virgulata	2nd	6.04	3.58	1.46	5.84
Exotica virgulata	2nd	6.86	3.66	1.14	6.96
Exotica virgulata	2nd	5.99	3.72	1.65	6.31
Exotica virgulata	2nd	7.73	4.70	1.82	11.55
Abranda jeanae	1st	18.51	12.38	2.54	215.12
Abranda jeanae	1st	10.84	7.31	1.39	37.05
Abranda jeanae	1st	11.20	7.43	1.58	37.54
Abranda jeanae	1st	9.63	6.37	1.33	23.54
Abranda jeanae	1st	10.33	7.06	1.47	27.86
Abranda jeanae	1st	11.66	8.34	1.96	47.70
Abranda jeanae	1st	9.05	6.34	1.14	17.75
Pinguitellina robusta	1st	11.50	9.29	2.77	154.57
Abranda jeanae	1st	19.92	14.46	2.70	340.00
Abranda jeanae	1st	16.96	11.92	2.67	175.68
Abranda jeanae	1st	10.18	6.75	1.37	26.40
Abranda jeanae	1st	9.34	6.52	1.70	20.20
Abranda jeanae	1st	8.01	5.88	1.09	13.56
Abranda jeanae	1st	6.65	4.58	1.94	8.01
Pinguitellina robusta	1st	7.01	5.72	1.47	43.50
Pinguitellina robusta	1st	9.00	7.10	1.97	80.89
Abranda jeanae	1st	16.92	11.88	2.42	162.40
Abranda jeanae	1st	18.26	12.50	2.74	220.46
Abranda jeanae	1st	17.71	12.26	2.51	200.18
Abranda jeanae	1st	12.26	8.41	1.70	54.78
Abranda jeanae	1st	11.72	7.67	1.59	42.95
Abranda jeanae	1st	10.10	6.76	2.63	25.10
Abranda jeanae	1st	8.27	5.69	1.15	13.73
Abranda jeanae	1st	6.34	4.67	0.87	7.23
Abranda jeanae	1st	7.24	5.07	1.80	8.91
Abranda jeanae	1st	6.67	4.57	1.11	7.84
Abranda jeanae	1st	6.62	4.63	1.26	6.79
Abranda jeanae	1st	6.28	4.33	1.11	6.88
Abranda jeanae	1st	4.73	3.25	0.84	2.67
Abranda jeanae	1st	6.82	4.47	1.07	7.55
Abranda jeanae	1st	4.89	3.15	0.96	3.11
Ambuscintilla praemium	1st	5.61	3.07	1.80	2.92
Ctena bella	1st	4.20	3.46	1.69	8.39
Pinguitellina robusta	2nd	11.19	9.32	5.36	151.56
Pinguitellina robusta	2nd	11.01	9.42	5.10	151.23
Pinguitellina robusta	2nd	9.85	7.81	4.09	102.31
Pinguitellina robusta	2nd	6.33	5.17	2.37	24.04
Pinguitellina robusta	2nd	7.35	5.72	1.42	35.39
Pinguitellina robusta	2nd	8.24	7.01	1.79	64.15
Abranda jeanae	2nd	17.26	12.11	2.38	162.37
Pinguitellina robusta	2nd	15.44	10.45	2.00	111.67
Fragum fragum	2nd	6.63	7.20	2.33	50.02
Abranda jeanae	1st	17.26	12.76	2.59	195.03
Abranda jeanae	1st	16.99	11.84	2.65	180.75
Abranda jeanae	1st	15.68	11.25	2.27	140.17
Abranda jeanae	1st	11.42	7.83	1.53	40.15
Abranda jeanae	1st	11.67	8.13	1.59	42.32
Abranda jeanae	1st	12.06	8.10	2.86	41.11
Abranda jeanae	1st	9.01	6.36	2.17	19.54
Abranda jeanae	1st	10.81	7.98	2.83	35.69
Abranda jeanae	1st	10.20	7.08	1.49	28.69
Abranda jeanae	1st	11.28	7.74	1.58	40.48
Abranda jeanae	1st	10.13	6.75	1.20	27.53
Abranda jeanae	1st	10.96	7.43	1.54	34.55
Abranda jeanae	1st	11.11	7.85	2.12	35.63
Abranda jeanae	1st	9.97	6.71	1.62	25.94
Abranda jeanae	1st	10.21	7.24	1.33	33.02
Abranda jeanae	1st	9.07	6.23	1.24	20.78
Abranda jeanae	1st	9.28	6.41	1.31	24.03
Abranda jeanae	1st	8.03	5.89	2.23	14.76
Abranda jeanae	1st	7.25	5.34	1.79	11.70
Abranda jeanae	1st	9.98	6.73	2.62	26.40
Abranda jeanae	1st	10.49	7.32	1.42	32.31
Abranda jeanae	1st	10.45	7.44	1.44	32.44
Abranda jeanae	1st	10.99	7.70	1.51	37.48
Abranda jeanae	1st	10.24	7.13	1.47	30.07
Abranda jeanae	1st	11.02	7.54	1.50	37.30
Abranda jeanae	1st	10.99	7.84	2.84	32.85
Abranda jeanae	1st	8.87	6.10	1.07	19.71
Abranda jeanae	1st	9.79	6.77	1.35	26.65
Abranda jeanae	1st	10.80	7.58	1.65	33.33
Abranda jeanae	1st	17.93	12.37	2.61	204.95
Abranda jeanae	1st	17.11	12.04	2.43	180.80
Abranda jeanae	1st	15.64	10.89	2.16	126.59
Abranda jeanae	1st	17.69	12.42	2.63	188.93
Abranda jeanae	1st	13.67	9.24	1.94	78.50
Abranda jeanae	1st	14.71	10.02	3.75	91.99
Abranda jeanae	1st	11.72	8.26	3.16	45.91
Abranda jeanae	1st	13.01	8.89	1.69	59.93
Abranda jeanae	1st	11.99	8.15	1.80	48.99
Abranda jeanae	1st	12.02	8.11	1.63	44.68
Abranda jeanae	1st	11.84	8.10	2.92	42.00
Abranda jeanae	1st	8.77	6.34	2.33	19.68
Abranda jeanae	1st	11.90	8.16	1.65	42.00
Abranda jeanae	1st	11.25	7.82	1.61	41.64
Abranda jeanae	1st	10.71	8.09	1.55	36.03
Abranda jeanae	1st	8.55	5.65	1.10	14.54
Abranda jeanae	1st	8.51	5.94	1.81	16.15
Pinguitellina robusta	1st	11.10	9.34	2.35	137.88
Pinguitellina robusta	1st	8.66	6.98	1.89	68.92
Tellina fijiensis	3rd	7.96	5.67	1.47	\N
Tellina fijiensis	3rd	8.00	5.34	1.46	\N
Tellina fijiensis	3rd	7.69	5.68	1.78	\N
Tellina gargadia	3rd	8.80	6.39	1.50	\N
Tellina gargadia	3rd	7.64	5.60	1.37	\N
Tellina gargadia	3rd	7.52	5.57	1.34	\N
Wallucina fijiensis	1st	7.33	6.92	2.67	\N
Wallucina fijiensis	1st	6.11	7.07	3.22	\N
